contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr6', 100450000, 100460000), ('chr6', 133840000, 133850000))	133850000	('chr6', 100450000, 100460000)	('chr6', 133840000, 133850000)	100000000	chr6	chr6	133840000	33390000.0	100460000	100450000	318_NeuN+	2.0488912914923643	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 137480000, 137490000))	137490000	('chr6', 100450000, 100460000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	37030000.0	100460000	100450000	318_NeuN+	2.850919874789685	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 149960000, 149970000))	149970000	('chr6', 100450000, 100460000)	('chr6', 149960000, 149970000)	100000000	chr6	chr6	149960000	49510000.0	100460000	100450000	318_NeuN+	1.481488621364376	318	NeuN+
(('chr6', 104940000, 104950000), ('chr6', 117260000, 117270000))	117270000	('chr6', 104940000, 104950000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	12320000.0	104950000	104940000	318_NeuN+	1.2215338522871872	318	NeuN+
(('chr6', 108140000, 108150000), ('chr6', 117260000, 117270000))	117270000	('chr6', 108140000, 108150000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	9120000.0	108150000	108140000	318_NeuN+	1.3351384077519979	318	NeuN+
(('chr6', 108140000, 108150000), ('chr6', 137480000, 137490000))	137490000	('chr6', 108140000, 108150000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	29340000.0	108150000	108140000	318_NeuN+	1.0026610198102561	318	NeuN+
(('chr6', 108140000, 108150000), ('chr6', 149960000, 149970000))	149970000	('chr6', 108140000, 108150000)	('chr6', 149960000, 149970000)	100000000	chr6	chr6	149960000	41820000.0	108150000	108140000	318_NeuN+	2.3504994812376654	318	NeuN+
(('chr6', 117260000, 117270000), ('chr6', 133840000, 133850000))	133850000	('chr6', 117260000, 117270000)	('chr6', 133840000, 133850000)	100000000	chr6	chr6	133840000	16580000.0	117270000	117260000	318_NeuN+	2.2427582088155384	318	NeuN+
(('chr6', 117260000, 117270000), ('chr6', 137480000, 137490000))	137490000	('chr6', 117260000, 117270000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	20220000.0	117270000	117260000	318_NeuN+	1.8176879764269858	318	NeuN+
(('chr6', 133840000, 133850000), ('chr6', 137480000, 137490000))	137490000	('chr6', 133840000, 133850000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	3640000.0	133850000	133840000	318_NeuN+	1.3134626758540993	318	NeuN+
(('chr6', 137480000, 137490000), ('chr6', 149960000, 149970000))	149970000	('chr6', 137480000, 137490000)	('chr6', 149960000, 149970000)	100000000	chr6	chr6	149960000	12480000.0	137490000	137480000	318_NeuN+	1.8504551452061468	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 25850000, 25860000))	25860000	('chr7', 1230000, 1240000)	('chr7', 25850000, 25860000)	100000000	chr7	chr7	25850000	24620000.0	1240000	1230000	318_NeuN+	1.640155682983469	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 25940000, 25950000))	25950000	('chr7', 1230000, 1240000)	('chr7', 25940000, 25950000)	100000000	chr7	chr7	25940000	24710000.0	1240000	1230000	318_NeuN+	1.76801375486948	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 27080000, 27240000))	27240000	('chr7', 1230000, 1240000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	25925000.0	1240000	1230000	318_NeuN+	1.6876311981335592	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 35240000, 35250000))	35250000	('chr7', 1230000, 1240000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	34010000.0	1240000	1230000	318_NeuN+	2.646893232958764	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 155420000, 155520000))	155520000	('chr7', 1230000, 1240000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	154235000.0	1240000	1230000	318_NeuN+	3.1500597922625273	318	NeuN+
(('chr7', 1230000, 1240000), ('chr7', 157000000, 157010000))	157010000	('chr7', 1230000, 1240000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	155770000.0	1240000	1230000	318_NeuN+	2.1343399430082926	318	NeuN+
(('chr7', 1230000, 1240000), ('chr8', 11690000, 11700000))	11700000	('chr7', 1230000, 1240000)	('chr8', 11690000, 11700000)	100000000	chr8	chr7	11690000	10460000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr10', 100730000, 100750000))	100750000	('chr7', 1230000, 1240000)	('chr10', 100730000, 100750000)	200000000	chr10	chr7	100730000	99505000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr10', 101220000, 101240000))	101240000	('chr7', 1230000, 1240000)	('chr10', 101220000, 101240000)	200000000	chr10	chr7	101220000	99995000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr12', 53900000, 54070000))	54070000	('chr7', 1230000, 1240000)	('chr12', 53900000, 54070000)	1700000000	chr12	chr7	53900000	52750000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr17', 48500000, 48640000))	48640000	('chr7', 1230000, 1240000)	('chr17', 48500000, 48640000)	1400000000	chr17	chr7	48500000	47335000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr17', 49000000, 49020000))	49020000	('chr7', 1230000, 1240000)	('chr17', 49000000, 49020000)	200000000	chr17	chr7	49000000	47775000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 1230000, 1240000), ('chr17', 79780000, 79800000))	79800000	('chr7', 1230000, 1240000)	('chr17', 79780000, 79800000)	200000000	chr17	chr7	79780000	78555000.0	1240000	1230000	318_NeuN+		318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 20780000, 20790000))	20790000	('chr7', 19100000, 19110000)	('chr7', 20780000, 20790000)	100000000	chr7	chr7	20780000	1680000.0	19110000	19100000	318_NeuN+	1.4279290569173924	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 23450000, 23470000))	23470000	('chr7', 19100000, 19110000)	('chr7', 23450000, 23470000)	200000000	chr7	chr7	23450000	4355000.0	19110000	19100000	318_NeuN+	1.5033850479077817	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 25850000, 25860000))	25860000	('chr7', 19100000, 19110000)	('chr7', 25850000, 25860000)	100000000	chr7	chr7	25850000	6750000.0	19110000	19100000	318_NeuN+	1.4658025172665818	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 25940000, 25950000))	25950000	('chr7', 19100000, 19110000)	('chr7', 25940000, 25950000)	100000000	chr7	chr7	25940000	6840000.0	19110000	19100000	318_NeuN+	1.1831240918605583	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 27080000, 27240000))	27240000	('chr7', 19100000, 19110000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	8055000.0	19110000	19100000	318_NeuN+	2.065675904392564	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 35240000, 35250000))	35250000	('chr7', 19100000, 19110000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	16140000.0	19110000	19100000	318_NeuN+	2.5960372152347686	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 122290000, 122300000))	122300000	('chr7', 19100000, 19110000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	103190000.0	19110000	19100000	318_NeuN+	1.7743847108931987	318	NeuN+
(('chr7', 19100000, 19110000), ('chr7', 157000000, 157010000))	157010000	('chr7', 19100000, 19110000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	137900000.0	19110000	19100000	318_NeuN+	1.3184836999691973	318	NeuN+
(('chr7', 20780000, 20790000), ('chr7', 23450000, 23470000))	23470000	('chr7', 20780000, 20790000)	('chr7', 23450000, 23470000)	200000000	chr7	chr7	23450000	2675000.0	20790000	20780000	318_NeuN+	1.4502540675830498	318	NeuN+
(('chr7', 20780000, 20790000), ('chr7', 25850000, 25860000))	25860000	('chr7', 20780000, 20790000)	('chr7', 25850000, 25860000)	100000000	chr7	chr7	25850000	5070000.0	20790000	20780000	318_NeuN+	1.3826192336949434	318	NeuN+
(('chr7', 20780000, 20790000), ('chr7', 27080000, 27240000))	27240000	('chr7', 20780000, 20790000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	6375000.0	20790000	20780000	318_NeuN+	1.9379533374156592	318	NeuN+
(('chr7', 20780000, 20790000), ('chr7', 35240000, 35250000))	35250000	('chr7', 20780000, 20790000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	14460000.0	20790000	20780000	318_NeuN+	2.0997488530812136	318	NeuN+
(('chr7', 20780000, 20790000), ('chr7', 122290000, 122300000))	122300000	('chr7', 20780000, 20790000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	101510000.0	20790000	20780000	318_NeuN+	1.6445487901287015	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 25850000, 25860000))	25860000	('chr7', 23450000, 23470000)	('chr7', 25850000, 25860000)	200000000	chr7	chr7	25850000	2395000.0	23470000	23450000	318_NeuN+	1.443393436951755	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 25940000, 25950000))	25950000	('chr7', 23450000, 23470000)	('chr7', 25940000, 25950000)	200000000	chr7	chr7	25940000	2485000.0	23470000	23450000	318_NeuN+	1.4414852183311855	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 27080000, 27240000))	27240000	('chr7', 23450000, 23470000)	('chr7', 27080000, 27240000)	3200000000	chr7	chr7	27080000	3700000.0	23470000	23450000	318_NeuN+	2.5696167688969656	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 35240000, 35250000))	35250000	('chr7', 23450000, 23470000)	('chr7', 35240000, 35250000)	200000000	chr7	chr7	35240000	11785000.0	23470000	23450000	318_NeuN+	1.780065500175637	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 97000000, 97010000))	97010000	('chr7', 23450000, 23470000)	('chr7', 97000000, 97010000)	200000000	chr7	chr7	97000000	73545000.0	23470000	23450000	318_NeuN+	1.1338451491414374	318	NeuN+
(('chr7', 23450000, 23470000), ('chr7', 157000000, 157010000))	157010000	('chr7', 23450000, 23470000)	('chr7', 157000000, 157010000)	200000000	chr7	chr7	157000000	133545000.0	23470000	23450000	318_NeuN+	2.384830342323702	318	NeuN+
(('chr7', 25850000, 25860000), ('chr7', 27080000, 27240000))	27240000	('chr7', 25850000, 25860000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	1305000.0	25860000	25850000	318_NeuN+	2.427507522816061	318	NeuN+
(('chr7', 25850000, 25860000), ('chr7', 35240000, 35250000))	35250000	('chr7', 25850000, 25860000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	9390000.0	25860000	25850000	318_NeuN+	2.651715920739277	318	NeuN+
(('chr7', 25850000, 25860000), ('chr7', 122290000, 122300000))	122300000	('chr7', 25850000, 25860000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	96440000.0	25860000	25850000	318_NeuN+	1.8051277681565545	318	NeuN+
(('chr7', 25850000, 25860000), ('chr7', 155420000, 155520000))	155520000	('chr7', 25850000, 25860000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	129615000.0	25860000	25850000	318_NeuN+	1.8644044027345446	318	NeuN+
(('chr7', 25850000, 25860000), ('chr7', 157000000, 157010000))	157010000	('chr7', 25850000, 25860000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	131150000.0	25860000	25850000	318_NeuN+	3.5232730489911015	318	NeuN+
(('chr7', 25940000, 25950000), ('chr7', 27080000, 27240000))	27240000	('chr7', 25940000, 25950000)	('chr7', 27080000, 27240000)	1600000000	chr7	chr7	27080000	1215000.0	25950000	25940000	318_NeuN+	2.372611162994238	318	NeuN+
(('chr7', 25940000, 25950000), ('chr7', 35240000, 35250000))	35250000	('chr7', 25940000, 25950000)	('chr7', 35240000, 35250000)	100000000	chr7	chr7	35240000	9300000.0	25950000	25940000	318_NeuN+	2.6944297533889365	318	NeuN+
(('chr7', 25940000, 25950000), ('chr7', 155420000, 155520000))	155520000	('chr7', 25940000, 25950000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	129525000.0	25950000	25940000	318_NeuN+	1.910386916227263	318	NeuN+
(('chr7', 25940000, 25950000), ('chr7', 157000000, 157010000))	157010000	('chr7', 25940000, 25950000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	131060000.0	25950000	25940000	318_NeuN+	4.03688062617247	318	NeuN+
(('chr7', 27080000, 27240000), ('chr7', 35240000, 35250000))	35250000	('chr7', 27080000, 27240000)	('chr7', 35240000, 35250000)	1600000000	chr7	chr7	35240000	8085000.0	27240000	27080000	318_NeuN+	1.9453080808285876	318	NeuN+
(('chr7', 27080000, 27240000), ('chr7', 97000000, 97010000))	97010000	('chr7', 27080000, 27240000)	('chr7', 97000000, 97010000)	1600000000	chr7	chr7	97000000	69845000.0	27240000	27080000	318_NeuN+	1.75014401834548	318	NeuN+
(('chr7', 27080000, 27240000), ('chr7', 122290000, 122300000))	122300000	('chr7', 27080000, 27240000)	('chr7', 122290000, 122300000)	1600000000	chr7	chr7	122290000	95135000.0	27240000	27080000	318_NeuN+	1.5477361000364658	318	NeuN+
(('chr7', 27080000, 27240000), ('chr7', 155420000, 155520000))	155520000	('chr7', 27080000, 27240000)	('chr7', 155420000, 155520000)	16000000000	chr7	chr7	155420000	128310000.0	27240000	27080000	318_NeuN+	3.4579033352319875	318	NeuN+
(('chr7', 27080000, 27240000), ('chr7', 157000000, 157010000))	157010000	('chr7', 27080000, 27240000)	('chr7', 157000000, 157010000)	1600000000	chr7	chr7	157000000	129845000.0	27240000	27080000	318_NeuN+	1.5075102725082574	318	NeuN+
(('chr7', 35240000, 35250000), ('chr7', 97000000, 97010000))	97010000	('chr7', 35240000, 35250000)	('chr7', 97000000, 97010000)	100000000	chr7	chr7	97000000	61760000.0	35250000	35240000	318_NeuN+	3.557145742895158	318	NeuN+
(('chr7', 35240000, 35250000), ('chr7', 122290000, 122300000))	122300000	('chr7', 35240000, 35250000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	87050000.0	35250000	35240000	318_NeuN+	4.2978200626604215	318	NeuN+
(('chr7', 35240000, 35250000), ('chr7', 155420000, 155520000))	155520000	('chr7', 35240000, 35250000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	120225000.0	35250000	35240000	318_NeuN+	5.356367018797992	318	NeuN+
(('chr7', 35240000, 35250000), ('chr7', 157000000, 157010000))	157010000	('chr7', 35240000, 35250000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	121760000.0	35250000	35240000	318_NeuN+	3.934948984549641	318	NeuN+
(('chr7', 97000000, 97010000), ('chr7', 122290000, 122300000))	122300000	('chr7', 97000000, 97010000)	('chr7', 122290000, 122300000)	100000000	chr7	chr7	122290000	25290000.0	97010000	97000000	318_NeuN+	2.71853187262396	318	NeuN+
(('chr7', 97000000, 97010000), ('chr7', 155420000, 155520000))	155520000	('chr7', 97000000, 97010000)	('chr7', 155420000, 155520000)	1000000000	chr7	chr7	155420000	58465000.0	97010000	97000000	318_NeuN+	2.822595365515513	318	NeuN+
(('chr7', 97000000, 97010000), ('chr7', 157000000, 157010000))	157010000	('chr7', 97000000, 97010000)	('chr7', 157000000, 157010000)	100000000	chr7	chr7	157000000	60000000.0	97010000	97000000	318_NeuN+	2.3366719233729776	318	NeuN+
(('chr7', 155420000, 155520000), ('chr7', 157000000, 157010000))	157010000	('chr7', 155420000, 155520000)	('chr7', 157000000, 157010000)	1000000000	chr7	chr7	157000000	1535000.0	155520000	155420000	318_NeuN+	2.057673072226803	318	NeuN+
(('chr7', 155420000, 155520000), ('chr8', 11690000, 11700000))	11700000	('chr7', 155420000, 155520000)	('chr8', 11690000, 11700000)	1000000000	chr8	chr7	11690000	143775000.0	155520000	155420000	318_NeuN+		318	NeuN+
(('chr7', 155420000, 155520000), ('chr12', 53900000, 54070000))	54070000	('chr7', 155420000, 155520000)	('chr12', 53900000, 54070000)	17000000000	chr12	chr7	53900000	101485000.0	155520000	155420000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr8', 23710000, 23720000))	23720000	('chr8', 11690000, 11700000)	('chr8', 23710000, 23720000)	100000000	chr8	chr8	23710000	12020000.0	11700000	11690000	318_NeuN+	3.807018516406118	318	NeuN+
(('chr8', 11690000, 11700000), ('chr8', 26040000, 26050000))	26050000	('chr8', 11690000, 11700000)	('chr8', 26040000, 26050000)	100000000	chr8	chr8	26040000	14350000.0	11700000	11690000	318_NeuN+	4.002982156021503	318	NeuN+
(('chr8', 11690000, 11700000), ('chr8', 54450000, 54460000))	54460000	('chr8', 11690000, 11700000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	42760000.0	11700000	11690000	318_NeuN+	3.4625503712641734	318	NeuN+
(('chr8', 11690000, 11700000), ('chr8', 98940000, 98950000))	98950000	('chr8', 11690000, 11700000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	87250000.0	11700000	11690000	318_NeuN+	4.168574403481146	318	NeuN+
(('chr8', 11690000, 11700000), ('chr10', 123130000, 123140000))	123140000	('chr8', 11690000, 11700000)	('chr10', 123130000, 123140000)	100000000	chr10	chr8	123130000	111440000.0	11700000	11690000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr10', 129960000, 129970000))	129970000	('chr8', 11690000, 11700000)	('chr10', 129960000, 129970000)	100000000	chr10	chr8	129960000	118270000.0	11700000	11690000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr16', 86500000, 86510000))	86510000	('chr8', 11690000, 11700000)	('chr16', 86500000, 86510000)	100000000	chr16	chr8	86500000	74810000.0	11700000	11690000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr16', 86560000, 86570000))	86570000	('chr8', 11690000, 11700000)	('chr16', 86560000, 86570000)	100000000	chr16	chr8	86560000	74870000.0	11700000	11690000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr17', 48500000, 48640000))	48640000	('chr8', 11690000, 11700000)	('chr17', 48500000, 48640000)	1400000000	chr17	chr8	48500000	36875000.0	11700000	11690000	318_NeuN+		318	NeuN+
(('chr8', 11690000, 11700000), ('chr8', 64550000, 64560000))	64560000	('chr8', 11690000, 11700000)	('chr8', 64550000, 64560000)	100000000	chr8	chr8	64550000	52860000.0	11700000	11690000	318_NeuN+	0.7516426394358345	318	NeuN+
(('chr8', 23710000, 23720000), ('chr8', 26040000, 26050000))	26050000	('chr8', 23710000, 23720000)	('chr8', 26040000, 26050000)	100000000	chr8	chr8	26040000	2330000.0	23720000	23710000	318_NeuN+	1.8271819871436585	318	NeuN+
(('chr8', 23710000, 23720000), ('chr8', 54450000, 54460000))	54460000	('chr8', 23710000, 23720000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	30740000.0	23720000	23710000	318_NeuN+	1.2242332086081955	318	NeuN+
(('chr8', 23710000, 23720000), ('chr8', 76670000, 76680000))	76680000	('chr8', 23710000, 23720000)	('chr8', 76670000, 76680000)	100000000	chr8	chr8	76670000	52960000.0	23720000	23710000	318_NeuN+	0.7439985844998861	318	NeuN+
(('chr8', 23710000, 23720000), ('chr8', 98940000, 98950000))	98950000	('chr8', 23710000, 23720000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	75230000.0	23720000	23710000	318_NeuN+	1.5555459072861715	318	NeuN+
(('chr8', 26040000, 26050000), ('chr8', 54450000, 54460000))	54460000	('chr8', 26040000, 26050000)	('chr8', 54450000, 54460000)	100000000	chr8	chr8	54450000	28410000.0	26050000	26040000	318_NeuN+	1.911303009916222	318	NeuN+
(('chr8', 26040000, 26050000), ('chr8', 98940000, 98950000))	98950000	('chr8', 26040000, 26050000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	72900000.0	26050000	26040000	318_NeuN+	1.9911364335531079	318	NeuN+
(('chr8', 54450000, 54460000), ('chr8', 71550000, 71560000))	71560000	('chr8', 54450000, 54460000)	('chr8', 71550000, 71560000)	100000000	chr8	chr8	71550000	17100000.0	54460000	54450000	318_NeuN+	2.6529852227990833	318	NeuN+
(('chr8', 54450000, 54460000), ('chr8', 76670000, 76680000))	76680000	('chr8', 54450000, 54460000)	('chr8', 76670000, 76680000)	100000000	chr8	chr8	76670000	22220000.0	54460000	54450000	318_NeuN+	1.4994606005440074	318	NeuN+
(('chr8', 54450000, 54460000), ('chr8', 98940000, 98950000))	98950000	('chr8', 54450000, 54460000)	('chr8', 98940000, 98950000)	100000000	chr8	chr8	98940000	44490000.0	54460000	54450000	318_NeuN+	2.230544122690845	318	NeuN+
